,Model Year,Make,Model,Sold Price,Mileage
2283,2016,nissan,door,7500,77504
2284,2018,nissan,versa,8000,50871
2285,2012,nissan,door,3500,107734
2286,2018,nissan,versa,8000,53098
2287,2012,nissan,door,2000,159990
2288,2018,nissan,versa,7800,51552
2289,2018,nissan,versa,8000,54692
2290,2019,nissan,frontier,18500,18611
2291,2018,nissan,versa,8000,51654
2292,2019,nissan,frontier,18300,24046
2293,2018,nissan,versa,7500,65184
2294,2019,nissan,armada,29800,37398
2295,2020,nissan,rogue,21100,19597
2296,2019,nissan,rogue,16200,34122
2297,2015,nissan,doors,6998,43651
2298,2020,nissan,rogue,14700,15387
2299,2020,nissan,cargo,19000,264
2300,2016,nissan,door,7500,58126
2301,2015,nissan,doors,7998,62921
2302,2015,nissan,doors,10999,43279
2303,2012,nissan,door,2900,117844
2304,2015,nissan,doors,8495,45043
2305,2016,nissan,murano,19925,42837
2306,2018,nissan,sentra,9500,42782
2307,2015,nissan,doors,12750,24629
2308,2015,nissan,door,22800,35902
2309,2015,nissan,doors,11621,12840
2310,2015,nissan,doors,11590,63933
2311,2012,nissan,door,4700,100079
2312,2015,nissan,doors,11390,37953
2313,2017,nissan,rogue,14500,8677
2314,2020,nissan,rogue,12000,11583
2315,2020,nissan,altima,15000,14320
2316,2016,nissan,door,7500,19723
2317,2018,nissan,armada,28000,29554
2318,2018,nissan,maxima,17500,39309
2319,2018,nissan,maxima,18000,34951
2320,2018,nissan,sport,13200,35870
2321,2018,nissan,altima,17000,44423
2322,2012,nissan,xterra,6700,92982
2323,2018,nissan,murano,23300,36844
2324,2018,nissan,titan,26800,33605
2325,2018,nissan,sport,18200,28009
2326,2018,nissan,rogue,18700,41366
2327,2016,nissan,door,12900,98354
2328,2018,nissan,rogue,16000,39598
2329,2020,nissan,rogue,19400,21009
2330,2018,nissan,sentra,10900,28880
2331,2018,nissan,sport,15800,28626
2332,2020,nissan,rogue,19800,14850
2333,2018,nissan,rogue,19000,41096
2334,2020,nissan,rogue,18000,12748
2335,2020,nissan,rogue,19800,14531
2336,2020,nissan,rogue,19700,15931
2337,2020,nissan,rogue,20100,10875
2338,2019,nissan,frontier,19700,31172
2339,2019,nissan,frontier,23400,16248
2340,2019,nissan,frontier,23300,18137
2341,2019,nissan,altima,17500,25664
2342,2019,nissan,altima,17100,31026
2343,2019,nissan,altima,15800,41287
2344,2019,nissan,altima,13600,43612
2345,2019,nissan,altima,14400,29545
2346,2019,nissan,frontier,19800,24303
2347,2019,nissan,altima,17200,29661
2348,2019,nissan,frontier,20300,18857
2349,2019,nissan,frontier,20500,14470
2350,2019,nissan,altima,16500,42364
2351,2019,nissan,altima,16000,37108
2352,2019,nissan,altima,14600,26432
2353,2019,nissan,rogue,16300,24174
2354,2019,nissan,sport,15400,30756
2355,2019,nissan,rogue,15800,32473
2356,2019,nissan,sport,15800,22947
2357,2018,nissan,murano,21400,17127
2358,2019,nissan,kicks,15300,20793
2359,2019,nissan,pathfinder,20100,32519
2360,2019,nissan,sentra,11300,26930
2361,2019,nissan,sentra,10700,40839
2362,2018,nissan,rogue,16000,44732
2363,2019,nissan,rogue,16600,19292
2364,2019,nissan,sport,15800,24155
2365,2019,nissan,sentra,11600,33369
2366,2017,nissan,rogue,15000,28918
2367,2019,nissan,rogue,17600,21623
2368,2017,nissan,xd,36300,16224
2369,2019,nissan,sport,15600,26406
2370,2017,nissan,rogue,14000,27790
2371,2019,nissan,rogue,16600,19182
2372,2017,nissan,sentra,12600,11837
2373,2019,nissan,pathfinder,20900,21774
2374,2017,nissan,door,12700,17738
2375,2019,nissan,sport,15600,27206
2376,2019,nissan,rogue,18900,20508
2377,2019,nissan,sport,15700,24987
2378,2019,nissan,pathfinder,21900,21273
2379,2019,nissan,pathfinder,21700,23863
2380,2016,nissan,rogue,14600,31566
2381,2019,nissan,sentra,12000,25261
2382,2019,nissan,pathfinder,21000,20628
2383,2017,nissan,door,12500,48765
2384,2019,nissan,rogue,15900,30645
2385,2017,nissan,door,11800,60158
2386,2019,nissan,versa,9900,39985
2387,2018,nissan,sentra,10600,39208
2388,2018,nissan,sentra,10100,45080
2389,2018,nissan,sport,13300,39247
2390,2018,nissan,sentra,10100,46382
2391,2018,nissan,sentra,10300,39893
2392,2018,nissan,sentra,10300,41203
2393,2018,nissan,sentra,10300,40648
2394,2018,nissan,murano,24000,31551
2395,2018,nissan,sentra,10400,38761
2396,2018,nissan,sentra,10200,42838
2397,2018,nissan,versa,9500,41557
2398,2018,nissan,sentra,10500,41136
2399,2018,nissan,sentra,10500,41141
2400,2016,nissan,door,3500,115716
2401,2018,nissan,versa,9300,52260
2402,2016,nissan,rogue,14100,22041
2403,2012,nissan,door,2425,161836
2404,2012,nissan,door,925,83720
2405,2016,nissan,rogue,11000,37605
2406,2016,nissan,rogue,11000,63738
2407,2013,nissan,door,2100,155704
2408,2012,nissan,door,800,234792
2409,2018,nissan,pathfinder,20400,24143
2410,2017,nissan,door,375,1
2411,2015,nissan,door,3000,132655
2412,2017,nissan,rogue,15100,28079
2413,2015,nissan,door,4000,74906
2414,2017,nissan,door,19500,53155
2415,2017,nissan,titan,22600,94258
2416,2014,nissan,door,6500,65620
2417,2012,nissan,door,11800,92878
2418,2017,nissan,pathfinder,20500,25918
2419,2018,nissan,rogue,14200,37830
2420,2018,nissan,frontier,22000,13875
2421,2018,nissan,frontier,16200,6024
2422,2016,nissan,door,4800,76789
2423,2018,nissan,sport,16000,30409
2424,2018,nissan,sport,14300,44864
2425,2019,nissan,pathfinder,16800,42397
2426,2018,nissan,sentra,11900,16778
2427,2015,nissan,door,3000,99767
2428,2019,nissan,rogue,15000,34692
2429,2019,nissan,rogue,15200,30721
2430,2017,nissan,door,18000,53376
2431,2016,nissan,nvp,22700,21282
2432,2015,nissan,door,3800,81699
2433,2018,nissan,door,5475,33048
2434,2018,nissan,sentra,11400,10372
2435,2018,nissan,pathfinder,28100,8889
2436,2017,nissan,sentra,3500,127780
2437,2016,nissan,murano,15200,59640
2438,2015,nissan,door,1950,83975
2439,2016,nissan,rogue,13400,46178
2440,2018,nissan,altima,12500,34460
2441,2018,nissan,pathfinder,16500,30594
2442,2018,nissan,pathfinder,16500,39817
2443,2018,nissan,pathfinder,16500,40419
2444,2018,nissan,rogue,13900,35493
2445,2018,nissan,rogue,13900,37073
2446,2013,nissan,door,1500,98384
2447,2018,nissan,pathfinder,16500,34640
2448,2018,nissan,rogue,13900,38760
2449,2018,nissan,pathfinder,16500,34841
2450,2018,nissan,rogue,13900,35065
2451,2018,nissan,altima,12400,37741
2452,2018,nissan,altima,13000,27488
2453,2018,nissan,pathfinder,16500,37452
2454,2018,nissan,rogue,13900,39797
2455,2018,nissan,pathfinder,16500,36714
2456,2018,nissan,rogue,13900,36207
2457,2018,nissan,rogue,13900,38563
2458,2018,nissan,rogue,13900,39885
2459,2018,nissan,altima,12100,41852
2460,2018,nissan,pathfinder,16500,39454
2461,2018,nissan,pathfinder,16500,40203
2462,2018,nissan,rogue,13900,34547
2463,2015,nissan,door,3700,75858
2464,2019,nissan,pathfinder,18800,31123
2465,2018,nissan,versa,9200,33808
2466,2019,nissan,titan,30100,30599
2467,2018,nissan,versa,9200,33931
2468,2019,nissan,sentra,11100,40359
2469,2018,nissan,rogue,13900,44313
2470,2018,nissan,versa,9100,33078
2471,2019,nissan,frontier,22800,24320
2472,2018,nissan,rogue,13900,42502
2473,2019,nissan,altima,12600,33497
2474,2018,nissan,versa,9200,39577
2475,2019,nissan,altima,12100,36974
2476,2018,nissan,versa,9200,41220
2477,2019,nissan,frontier,2300,1
2478,2018,nissan,rogue,13900,41539
2479,2019,nissan,sentra,9500,19646
2480,2018,nissan,rogue,13900,39924
2481,2019,nissan,note,1700,33279
2482,2018,nissan,rogue,13900,40259
2483,2019,nissan,sentra,10400,25264
2484,2018,nissan,versa,9200,35677
2485,2019,nissan,versa,7400,35511
2486,2018,nissan,versa,9200,33027
2487,2019,nissan,versa,7800,23609
2488,2018,nissan,versa,9200,34553
2489,2018,nissan,versa,9200,31594
2490,2018,nissan,versa,9200,32557
2491,2018,nissan,versa,9200,31371
